Fold  0
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\0
--Labels set encontrado en ../labels\base\0

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\0
Los modelos se guardarán en: ../models\alexnet\base\0
Fold  1
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\1
--Labels set encontrado en ../labels\base\1

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\1
Los modelos se guardarán en: ../models\alexnet\base\1
Fold  2
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\2
--Labels set encontrado en ../labels\base\2

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\2
Los modelos se guardarán en: ../models\alexnet\base\2
Fold  3
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\3
--Labels set encontrado en ../labels\base\3

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\3
Los modelos se guardarán en: ../models\alexnet\base\3
Usando device: NVIDIA GeForce GTX 1060
Usando top_labels previamente generados para 26 labels
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 4.2482, Accuracy: 0.3575, F1 score: 0.2538, HS: 0.1473
Valid Trial [41/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.4171, Accuracy: 0.8626, F1 score: 0.5696, HS: 0.4364

Train Trial [42/200], LR: 0.000178, W: 0.01, Avg Loss: 0.4011, Accuracy: 0.9123, F1 score: 0.7210, HS: 0.5873
Valid Trial [42/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.0081, Accuracy: 0.8794, F1 score: 0.5905, HS: 0.4407

Train Trial [43/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3991, Accuracy: 0.9304, F1 score: 0.7648, HS: 0.6465
Valid Trial [43/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 5.9537, Accuracy: 0.8766, F1 score: 0.5849, HS: 0.4442

Train Trial [44/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3721, Accuracy: 0.9297, F1 score: 0.7633, HS: 0.6453
Valid Trial [44/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.7021, Accuracy: 0.8782, F1 score: 0.5847, HS: 0.4524

Train Trial [45/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3244, Accuracy: 0.9376, F1 score: 0.7840, HS: 0.6751
Valid Trial [45/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 7.0001, Accuracy: 0.8838, F1 score: 0.5927, HS: 0.4538

Train Trial [46/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.2960, Accuracy: 0.9382, F1 score: 0.7857, HS: 0.6723
Valid Trial [46/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.3027, Accuracy: 0.8882, F1 score: 0.6098, HS: 0.4676

Train Trial [47/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3435, Accuracy: 0.9397, F1 score: 0.7898, HS: 0.6792
Valid Trial [47/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.8563, Accuracy: 0.8830, F1 score: 0.5956, HS: 0.4535

Train Trial [48/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3323, Accuracy: 0.9341, F1 score: 0.7749, HS: 0.6615
Valid Trial [48/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 5.5481, Accuracy: 0.8658, F1 score: 0.5722, HS: 0.4228

Train Trial [49/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3374, Accuracy: 0.9258, F1 score: 0.7538, HS: 0.6347
Valid Trial [49/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 5.8549, Accuracy: 0.8822, F1 score: 0.6048, HS: 0.4528

Train Trial [50/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.4058, Accuracy: 0.9363, F1 score: 0.7805, HS: 0.6723
Valid Trial [50/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 6.2211, Accuracy: 0.8782, F1 score: 0.5836, HS: 0.4396

Train Trial [51/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3831, Accuracy: 0.9260, F1 score: 0.7532, HS: 0.6254
Valid Trial [51/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 5.5429, Accuracy: 0.8762, F1 score: 0.5907, HS: 0.4340

Train Trial [52/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3200, Accuracy: 0.9263, F1 score: 0.7550, HS: 0.6252
Valid Trial [52/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 5.9956, Accuracy: 0.8822, F1 score: 0.5950, HS: 0.4444

Train Trial [53/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3388, Accuracy: 0.9361, F1 score: 0.7802, HS: 0.6642
Valid Trial [53/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 6.1191, Accuracy: 0.8966, F1 score: 0.6217, HS: 0.4729

Train Trial [54/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.2999, Accuracy: 0.9394, F1 score: 0.7890, HS: 0.6773
Valid Trial [54/200], LR: 0.0001, W: 0.01, Avg Loss: 6.5507, Accuracy: 0.8866, F1 score: 0.6020, HS: 0.4534

Train Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2850, Accuracy: 0.9389, F1 score: 0.7877, HS: 0.6789
Valid Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 7.6196, Accuracy: 0.8846, F1 score: 0.5897, HS: 0.4375

Train Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2568, Accuracy: 0.9487, F1 score: 0.8158, HS: 0.7163
Valid Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 8.3546, Accuracy: 0.8966, F1 score: 0.6114, HS: 0.4617

Train Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2651, Accuracy: 0.9537, F1 score: 0.8306, HS: 0.7388
Valid Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 7.2944, Accuracy: 0.8894, F1 score: 0.6034, HS: 0.4582

Train Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2729, Accuracy: 0.9469, F1 score: 0.8104, HS: 0.7079
Valid Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 7.1037, Accuracy: 0.8874, F1 score: 0.6037, HS: 0.4576

Train Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2404, Accuracy: 0.9488, F1 score: 0.8161, HS: 0.7114
Valid Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 8.2197, Accuracy: 0.8986, F1 score: 0.6207, HS: 0.4659

Train Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2946, Accuracy: 0.9557, F1 score: 0.8365, HS: 0.7432
Valid Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 7.7572, Accuracy: 0.8978, F1 score: 0.6200, HS: 0.4580

Train Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2698, Accuracy: 0.9448, F1 score: 0.8041, HS: 0.6958
Valid Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 6.6251, Accuracy: 0.8850, F1 score: 0.6008, HS: 0.4545

Train Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2508, Accuracy: 0.9394, F1 score: 0.7897, HS: 0.6738
Valid Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 7.4183, Accuracy: 0.8958, F1 score: 0.6243, HS: 0.4708

Train Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2849, Accuracy: 0.9502, F1 score: 0.8199, HS: 0.7153
Valid Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 7.1052, Accuracy: 0.8962, F1 score: 0.6174, HS: 0.4625

Out of patience!
Best epoch: 53
Guardando mejor modelo en ../models\alexnet\base\2\35L_weighted_1.pth
CURRENT BATCH SIZE:  124
CURRENT BATCH SIZE:  124
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 60.6391, Accuracy: 0.8810, F1 score: 0.5841, HS: 0.4216
Predicciones guardadas en ../outputs\alexnet\base\35L_weighted_1\2\predictions.csv
HS fold 1: 0.4238
Creando top_labels para 32 labels
Aplicando threshold 21 para trabajar con 28 labels
Top labels creado con éxito
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 4.2564, Accuracy: 0.3118, F1 score: 0.2261, HS: 0.1274
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 3.9824, Accuracy: 0.2262, F1 score: 0.2311, HS: 0.1301

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 2.9538, Accuracy: 0.2175, F1 score: 0.2352, HS: 0.1338
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 3.2897, Accuracy: 0.2715, F1 score: 0.2406, HS: 0.1361

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 2.5808, Accuracy: 0.2952, F1 score: 0.2542, HS: 0.1471
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 3.1581, Accuracy: 0.2376, F1 score: 0.2352, HS: 0.1334

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 2.4200, Accuracy: 0.3044, F1 score: 0.2561, HS: 0.1489
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 3.4698, Accuracy: 0.3306, F1 score: 0.2441, HS: 0.1428

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 2.5489, Accuracy: 0.3513, F1 score: 0.2674, HS: 0.1585
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 3.0349, Accuracy: 0.2573, F1 score: 0.2413, HS: 0.1388

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 2.3822, Accuracy: 0.3116, F1 score: 0.2625, HS: 0.1555
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 3.5130, Accuracy: 0.4515, F1 score: 0.2869, HS: 0.1819

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 2.2446, Accuracy: 0.3554, F1 score: 0.2743, HS: 0.1664
Valid Trial [6/200], LR: 0.00075, W: 0.01, Avg Loss: 2.9337, Accuracy: 0.4016, F1 score: 0.2694, HS: 0.1668

Train Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 2.1907, Accuracy: 0.3814, F1 score: 0.2805, HS: 0.1729
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 2.8827, Accuracy: 0.3768, F1 score: 0.2655, HS: 0.1577

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 2.0311, Accuracy: 0.4532, F1 score: 0.3045, HS: 0.1891
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 2.8940, Accuracy: 0.4496, F1 score: 0.2862, HS: 0.1700

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 1.9132, Accuracy: 0.4765, F1 score: 0.3143, HS: 0.1956
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 3.2567, Accuracy: 0.4753, F1 score: 0.2961, HS: 0.1836

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 1.9550, Accuracy: 0.4734, F1 score: 0.3154, HS: 0.2024
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 3.0693, Accuracy: 0.4863, F1 score: 0.2979, HS: 0.1818

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 1.8587, Accuracy: 0.5385, F1 score: 0.3407, HS: 0.2162
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 3.0098, Accuracy: 0.5284, F1 score: 0.3188, HS: 0.2052

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 1.8968, Accuracy: 0.5133, F1 score: 0.3320, HS: 0.2124
Valid Trial [12/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.8410, Accuracy: 0.5179, F1 score: 0.3077, HS: 0.1916

Train Trial [13/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.7295, Accuracy: 0.5446, F1 score: 0.3462, HS: 0.2187
Valid Trial [13/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.8126, Accuracy: 0.5655, F1 score: 0.3331, HS: 0.2104

Train Trial [14/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.7927, Accuracy: 0.5634, F1 score: 0.3513, HS: 0.2234
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.7801, Accuracy: 0.5298, F1 score: 0.3167, HS: 0.1936

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.6670, Accuracy: 0.5762, F1 score: 0.3653, HS: 0.2340
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.8259, Accuracy: 0.5829, F1 score: 0.3422, HS: 0.2131

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.5152, Accuracy: 0.6076, F1 score: 0.3810, HS: 0.2478
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.8354, Accuracy: 0.6122, F1 score: 0.3559, HS: 0.2273

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.6925, Accuracy: 0.6524, F1 score: 0.4095, HS: 0.2757
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 3.0714, Accuracy: 0.5929, F1 score: 0.3478, HS: 0.2259

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.7124, Accuracy: 0.6079, F1 score: 0.3807, HS: 0.2524
Valid Trial [18/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.8566, Accuracy: 0.5092, F1 score: 0.3057, HS: 0.1935

Train Trial [19/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.7681, Accuracy: 0.5667, F1 score: 0.3588, HS: 0.2324
Valid Trial [19/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 3.0433, Accuracy: 0.5701, F1 score: 0.3336, HS: 0.2226

Train Trial [20/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.6563, Accuracy: 0.5949, F1 score: 0.3747, HS: 0.2538
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.8502, Accuracy: 0.5279, F1 score: 0.3150, HS: 0.2070

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.6134, Accuracy: 0.6079, F1 score: 0.3803, HS: 0.2617
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 3.1341, Accuracy: 0.6163, F1 score: 0.3613, HS: 0.2352

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.4740, Accuracy: 0.6353, F1 score: 0.3999, HS: 0.2737
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.9897, Accuracy: 0.5884, F1 score: 0.3433, HS: 0.2206

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.4410, Accuracy: 0.6505, F1 score: 0.4099, HS: 0.2786
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.8359, Accuracy: 0.6342, F1 score: 0.3714, HS: 0.2369

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.4540, Accuracy: 0.6773, F1 score: 0.4279, HS: 0.2907
Valid Trial [24/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 2.6233, Accuracy: 0.6822, F1 score: 0.4048, HS: 0.2665

Train Trial [25/200], LR: 0.0003164, W: 0.01, Avg Loss: 1.3801, Accuracy: 0.7024, F1 score: 0.4482, HS: 0.3123
Valid Trial [25/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 3.0195, Accuracy: 0.6667, F1 score: 0.3933, HS: 0.2570

Train Trial [26/200], LR: 0.0003164, W: 0.01, Avg Loss: 1.2934, Accuracy: 0.6918, F1 score: 0.4422, HS: 0.3046
Valid Trial [26/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 2.8175, Accuracy: 0.6690, F1 score: 0.3950, HS: 0.2591

Train Trial [27/200], LR: 0.0003164, W: 0.01, Avg Loss: 1.3064, Accuracy: 0.7127, F1 score: 0.4600, HS: 0.3232
Valid Trial [27/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 2.7288, Accuracy: 0.6818, F1 score: 0.4034, HS: 0.2636

Train Trial [28/200], LR: 0.0003164, W: 0.01, Avg Loss: 1.3106, Accuracy: 0.6934, F1 score: 0.4416, HS: 0.3008
Valid Trial [28/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 2.8147, Accuracy: 0.6694, F1 score: 0.3973, HS: 0.2605

Train Trial [29/200], LR: 0.0003164, W: 0.01, Avg Loss: 1.4123, Accuracy: 0.7089, F1 score: 0.4531, HS: 0.3151
Valid Trial [29/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 3.0840, Accuracy: 0.6387, F1 score: 0.3723, HS: 0.2392

Train Trial [30/200], LR: 0.0003164, W: 0.01, Avg Loss: 1.3863, Accuracy: 0.6796, F1 score: 0.4333, HS: 0.2970
Valid Trial [30/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 2.9188, Accuracy: 0.6296, F1 score: 0.3714, HS: 0.2336

Train Trial [31/200], LR: 0.0002373, W: 0.01, Avg Loss: 1.3626, Accuracy: 0.6709, F1 score: 0.4277, HS: 0.2933
Valid Trial [31/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 2.9206, Accuracy: 0.6511, F1 score: 0.3845, HS: 0.2479

Train Trial [32/200], LR: 0.0002373, W: 0.01, Avg Loss: 1.1699, Accuracy: 0.7130, F1 score: 0.4609, HS: 0.3252
Valid Trial [32/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 3.0209, Accuracy: 0.6740, F1 score: 0.3997, HS: 0.2611

Train Trial [33/200], LR: 0.0002373, W: 0.01, Avg Loss: 1.1471, Accuracy: 0.7191, F1 score: 0.4668, HS: 0.3290
Valid Trial [33/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 2.7739, Accuracy: 0.6690, F1 score: 0.3980, HS: 0.2561

Train Trial [34/200], LR: 0.0002373, W: 0.01, Avg Loss: 1.1341, Accuracy: 0.7326, F1 score: 0.4789, HS: 0.3408
Valid Trial [34/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 3.4559, Accuracy: 0.7202, F1 score: 0.4295, HS: 0.2838

Train Trial [35/200], LR: 0.0002373, W: 0.01, Avg Loss: 1.0533, Accuracy: 0.7586, F1 score: 0.5054, HS: 0.3723
Valid Trial [35/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 3.4468, Accuracy: 0.7120, F1 score: 0.4181, HS: 0.2748

Train Trial [36/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.9966, Accuracy: 0.7705, F1 score: 0.5187, HS: 0.3865
Valid Trial [36/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 3.7338, Accuracy: 0.7413, F1 score: 0.4378, HS: 0.2949

Train Trial [37/200], LR: 0.000178, W: 0.01, Avg Loss: 1.0152, Accuracy: 0.7742, F1 score: 0.5218, HS: 0.3893
Valid Trial [37/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 3.5829, Accuracy: 0.7321, F1 score: 0.4348, HS: 0.2903

Train Trial [38/200], LR: 0.000178, W: 0.01, Avg Loss: 0.9230, Accuracy: 0.7858, F1 score: 0.5353, HS: 0.4018
Valid Trial [38/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 3.8529, Accuracy: 0.7491, F1 score: 0.4520, HS: 0.3110

Train Trial [39/200], LR: 0.000178, W: 0.01, Avg Loss: 1.0767, Accuracy: 0.7854, F1 score: 0.5342, HS: 0.3986
Valid Trial [39/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 3.2321, Accuracy: 0.7276, F1 score: 0.4392, HS: 0.2922

Train Trial [40/200], LR: 0.000178, W: 0.01, Avg Loss: 0.9099, Accuracy: 0.7785, F1 score: 0.5269, HS: 0.3812
Valid Trial [40/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 3.5835, Accuracy: 0.7463, F1 score: 0.4515, HS: 0.2992

Train Trial [41/200], LR: 0.000178, W: 0.01, Avg Loss: 0.8412, Accuracy: 0.7911, F1 score: 0.5410, HS: 0.3952
Valid Trial [41/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 3.6255, Accuracy: 0.7578, F1 score: 0.4629, HS: 0.3107

Train Trial [42/200], LR: 0.000178, W: 0.01, Avg Loss: 0.7992, Accuracy: 0.8091, F1 score: 0.5639, HS: 0.4262
Valid Trial [42/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 4.4330, Accuracy: 0.7839, F1 score: 0.4790, HS: 0.3316

Train Trial [43/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.8430, Accuracy: 0.8258, F1 score: 0.5858, HS: 0.4461
Valid Trial [43/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 3.5012, Accuracy: 0.7665, F1 score: 0.4687, HS: 0.3123

Train Trial [44/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.8160, Accuracy: 0.7996, F1 score: 0.5515, HS: 0.4026
Valid Trial [44/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 3.7142, Accuracy: 0.7802, F1 score: 0.4828, HS: 0.3241

Train Trial [45/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.7659, Accuracy: 0.8265, F1 score: 0.5884, HS: 0.4485
Valid Trial [45/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 4.0120, Accuracy: 0.7912, F1 score: 0.4956, HS: 0.3362

Train Trial [46/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.7437, Accuracy: 0.8335, F1 score: 0.5973, HS: 0.4581
Valid Trial [46/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 4.2967, Accuracy: 0.7930, F1 score: 0.4955, HS: 0.3368

Train Trial [47/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.7326, Accuracy: 0.8401, F1 score: 0.6073, HS: 0.4626
Valid Trial [47/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 4.7117, Accuracy: 0.7871, F1 score: 0.4839, HS: 0.3298

Train Trial [48/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.7155, Accuracy: 0.8389, F1 score: 0.6056, HS: 0.4645
Valid Trial [48/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 4.4522, Accuracy: 0.7857, F1 score: 0.4812, HS: 0.3239

Train Trial [49/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.7449, Accuracy: 0.8360, F1 score: 0.6016, HS: 0.4643
Valid Trial [49/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 4.1075, Accuracy: 0.7834, F1 score: 0.4819, HS: 0.3230

Train Trial [50/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.6766, Accuracy: 0.8374, F1 score: 0.6037, HS: 0.4671
Valid Trial [50/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 4.5677, Accuracy: 0.8036, F1 score: 0.5086, HS: 0.3557

Train Trial [51/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.7015, Accuracy: 0.8491, F1 score: 0.6215, HS: 0.4864
Valid Trial [51/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 4.8410, Accuracy: 0.8104, F1 score: 0.5106, HS: 0.3618

Train Trial [52/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.6908, Accuracy: 0.8578, F1 score: 0.6348, HS: 0.4996
Valid Trial [52/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 4.6250, Accuracy: 0.8022, F1 score: 0.5012, HS: 0.3453

Train Trial [53/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.6552, Accuracy: 0.8581, F1 score: 0.6364, HS: 0.4975
Valid Trial [53/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 5.1596, Accuracy: 0.8054, F1 score: 0.5006, HS: 0.3390

Train Trial [54/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.6367, Accuracy: 0.8620, F1 score: 0.6427, HS: 0.5038
Valid Trial [54/200], LR: 0.0001, W: 0.01, Avg Loss: 5.4857, Accuracy: 0.8155, F1 score: 0.5150, HS: 0.3520

Train Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 0.7111, Accuracy: 0.8724, F1 score: 0.6584, HS: 0.5264
Valid Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 4.8840, Accuracy: 0.8072, F1 score: 0.5064, HS: 0.3458

Train Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6126, Accuracy: 0.8640, F1 score: 0.6460, HS: 0.5123
Valid Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 5.1790, Accuracy: 0.8159, F1 score: 0.5180, HS: 0.3631

Train Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6108, Accuracy: 0.8698, F1 score: 0.6552, HS: 0.5210
Valid Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 4.8196, Accuracy: 0.8045, F1 score: 0.5041, HS: 0.3435

Train Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6036, Accuracy: 0.8625, F1 score: 0.6438, HS: 0.5148
Valid Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 5.1538, Accuracy: 0.8109, F1 score: 0.5135, HS: 0.3575

Train Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 0.5585, Accuracy: 0.8700, F1 score: 0.6560, HS: 0.5212
Valid Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 6.3876, Accuracy: 0.8338, F1 score: 0.5316, HS: 0.3734

Train Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6206, Accuracy: 0.8871, F1 score: 0.6849, HS: 0.5499
Valid Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 4.3803, Accuracy: 0.8123, F1 score: 0.5176, HS: 0.3487

Train Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6100, Accuracy: 0.8547, F1 score: 0.6309, HS: 0.4840
Valid Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 4.3577, Accuracy: 0.8049, F1 score: 0.5103, HS: 0.3511

Train Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6993, Accuracy: 0.8679, F1 score: 0.6530, HS: 0.5096
Valid Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 5.5038, Accuracy: 0.8246, F1 score: 0.5194, HS: 0.3564

Train Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6277, Accuracy: 0.8751, F1 score: 0.6639, HS: 0.5302
Valid Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 5.3938, Accuracy: 0.8132, F1 score: 0.5061, HS: 0.3508

Train Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6271, Accuracy: 0.8717, F1 score: 0.6588, HS: 0.5257
Valid Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 5.2904, Accuracy: 0.8136, F1 score: 0.5067, HS: 0.3524

Train Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 0.6764, Accuracy: 0.8613, F1 score: 0.6409, HS: 0.5162
Valid Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 4.5895, Accuracy: 0.8187, F1 score: 0.5263, HS: 0.3743

Train Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 0.7437, Accuracy: 0.8715, F1 score: 0.6577, HS: 0.5167
