Patterns set encontrado en ../patterns\blur
Labels set encontrado en ../labels\blur
Nombre del experimento: 26L_testval_weighted_1
Los resultados se guardar�n en: ../outputs\alexnet\blur\evo\26L_testval_weighted_1
Los resultados se guardar�n en: ../outputs\alexnet\blur\evo\26L_testval_weighted_1
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0021, W: 4.183e-07, Avg Loss: 5.8678, Accuracy: 0.4892, F1 score: 0.2438, HS: 0.1422

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.6540, Accuracy: 0.8392, F1 score: 0.3846, HS: 0.2523
Valid Trial [24/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 11.1057, Accuracy: 0.8381, F1 score: 0.3552, HS: 0.2234

Train Trial [25/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.6409, Accuracy: 0.8477, F1 score: 0.3969, HS: 0.2623
Valid Trial [25/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 11.5181, Accuracy: 0.8247, F1 score: 0.3393, HS: 0.2072

Train Trial [26/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.6053, Accuracy: 0.8472, F1 score: 0.3968, HS: 0.2620
Valid Trial [26/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 12.7466, Accuracy: 0.8460, F1 score: 0.3616, HS: 0.2266

Train Trial [27/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.5574, Accuracy: 0.8636, F1 score: 0.4236, HS: 0.2840
Valid Trial [27/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 12.8840, Accuracy: 0.8455, F1 score: 0.3586, HS: 0.2282

Train Trial [28/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.5277, Accuracy: 0.8724, F1 score: 0.4407, HS: 0.2986
Valid Trial [28/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 14.5311, Accuracy: 0.8549, F1 score: 0.3755, HS: 0.2431

Train Trial [29/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.5234, Accuracy: 0.8806, F1 score: 0.4569, HS: 0.3118
Valid Trial [29/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 13.0716, Accuracy: 0.8484, F1 score: 0.3682, HS: 0.2319

Train Trial [30/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.5358, Accuracy: 0.8717, F1 score: 0.4394, HS: 0.2942
Valid Trial [30/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 11.7472, Accuracy: 0.8489, F1 score: 0.3683, HS: 0.2339

Train Trial [31/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.5455, Accuracy: 0.8661, F1 score: 0.4286, HS: 0.2850
Valid Trial [31/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 14.9466, Accuracy: 0.8697, F1 score: 0.4003, HS: 0.2548

Train Trial [32/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.4809, Accuracy: 0.8867, F1 score: 0.4705, HS: 0.3250
Valid Trial [32/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 17.6487, Accuracy: 0.8730, F1 score: 0.4081, HS: 0.2669

Train Trial [33/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.4800, Accuracy: 0.8933, F1 score: 0.4850, HS: 0.3372
Valid Trial [33/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 15.2597, Accuracy: 0.8708, F1 score: 0.3961, HS: 0.2569

Train Trial [34/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.4679, Accuracy: 0.8846, F1 score: 0.4662, HS: 0.3198
Valid Trial [34/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 15.1709, Accuracy: 0.8719, F1 score: 0.3997, HS: 0.2670

Train Trial [35/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.4681, Accuracy: 0.8907, F1 score: 0.4795, HS: 0.3373
Valid Trial [35/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 14.9310, Accuracy: 0.8666, F1 score: 0.3932, HS: 0.2577

Train Trial [36/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.4589, Accuracy: 0.8914, F1 score: 0.4808, HS: 0.3329
Valid Trial [36/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 15.2866, Accuracy: 0.8722, F1 score: 0.4049, HS: 0.2629

Train Trial [37/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.4390, Accuracy: 0.8954, F1 score: 0.4905, HS: 0.3447
Valid Trial [37/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 18.1420, Accuracy: 0.8776, F1 score: 0.4084, HS: 0.2727

Train Trial [38/200], LR: 0.000178, W: 0.01, Avg Loss: 0.4129, Accuracy: 0.9006, F1 score: 0.5033, HS: 0.3573
Valid Trial [38/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 19.1166, Accuracy: 0.8859, F1 score: 0.4204, HS: 0.2765

Train Trial [39/200], LR: 0.000178, W: 0.01, Avg Loss: 0.3973, Accuracy: 0.9046, F1 score: 0.5136, HS: 0.3668
Valid Trial [39/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 18.6884, Accuracy: 0.8895, F1 score: 0.4348, HS: 0.2942

Train Trial [40/200], LR: 0.000178, W: 0.01, Avg Loss: 0.3629, Accuracy: 0.9132, F1 score: 0.5372, HS: 0.3866
Valid Trial [40/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 21.7671, Accuracy: 0.8945, F1 score: 0.4397, HS: 0.2929

Train Trial [41/200], LR: 0.000178, W: 0.01, Avg Loss: 0.3546, Accuracy: 0.9148, F1 score: 0.5422, HS: 0.3958
Valid Trial [41/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 20.6694, Accuracy: 0.8949, F1 score: 0.4356, HS: 0.2896

Train Trial [42/200], LR: 0.000178, W: 0.01, Avg Loss: 0.3623, Accuracy: 0.9184, F1 score: 0.5522, HS: 0.4028
Valid Trial [42/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 19.1851, Accuracy: 0.8946, F1 score: 0.4433, HS: 0.2984

Train Trial [43/200], LR: 0.000178, W: 0.01, Avg Loss: 0.3792, Accuracy: 0.9092, F1 score: 0.5257, HS: 0.3758
Valid Trial [43/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 16.7725, Accuracy: 0.8863, F1 score: 0.4286, HS: 0.2891

Train Trial [44/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3659, Accuracy: 0.9118, F1 score: 0.5334, HS: 0.3844
Valid Trial [44/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 20.3718, Accuracy: 0.9033, F1 score: 0.4578, HS: 0.3093

Train Trial [45/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3317, Accuracy: 0.9191, F1 score: 0.5549, HS: 0.4080
Valid Trial [45/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 21.4653, Accuracy: 0.9047, F1 score: 0.4597, HS: 0.3172

Train Trial [46/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3139, Accuracy: 0.9281, F1 score: 0.5839, HS: 0.4358
Valid Trial [46/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 21.4943, Accuracy: 0.9058, F1 score: 0.4652, HS: 0.3217

Train Trial [47/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3099, Accuracy: 0.9244, F1 score: 0.5718, HS: 0.4234
Valid Trial [47/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 22.1315, Accuracy: 0.9068, F1 score: 0.4661, HS: 0.3205

Train Trial [48/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3088, Accuracy: 0.9287, F1 score: 0.5857, HS: 0.4368
Valid Trial [48/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 22.3757, Accuracy: 0.9069, F1 score: 0.4724, HS: 0.3237

Train Trial [49/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3239, Accuracy: 0.9259, F1 score: 0.5761, HS: 0.4253
Valid Trial [49/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 21.0344, Accuracy: 0.8923, F1 score: 0.4354, HS: 0.2883

Train Trial [50/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3364, Accuracy: 0.9162, F1 score: 0.5461, HS: 0.3914
Valid Trial [50/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 19.6069, Accuracy: 0.9027, F1 score: 0.4530, HS: 0.3056

Train Trial [51/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3113, Accuracy: 0.9279, F1 score: 0.5829, HS: 0.4326
Valid Trial [51/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 21.0296, Accuracy: 0.9071, F1 score: 0.4643, HS: 0.3180

Train Trial [52/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.2859, Accuracy: 0.9295, F1 score: 0.5887, HS: 0.4394
Valid Trial [52/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 23.2685, Accuracy: 0.9114, F1 score: 0.4726, HS: 0.3314

Train Trial [53/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.2811, Accuracy: 0.9384, F1 score: 0.6205, HS: 0.4756
Valid Trial [53/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 22.7007, Accuracy: 0.9093, F1 score: 0.4729, HS: 0.3307

Train Trial [54/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.2813, Accuracy: 0.9283, F1 score: 0.5847, HS: 0.4345
Valid Trial [54/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 23.9255, Accuracy: 0.9144, F1 score: 0.4814, HS: 0.3412

Train Trial [55/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.2792, Accuracy: 0.9369, F1 score: 0.6151, HS: 0.4691
Valid Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 23.6659, Accuracy: 0.9093, F1 score: 0.4729, HS: 0.3308

Train Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2712, Accuracy: 0.9338, F1 score: 0.6039, HS: 0.4590
Valid Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 24.0795, Accuracy: 0.9133, F1 score: 0.4773, HS: 0.3357

Train Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2542, Accuracy: 0.9394, F1 score: 0.6248, HS: 0.4841
Valid Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 26.5958, Accuracy: 0.9185, F1 score: 0.4935, HS: 0.3454

Train Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2520, Accuracy: 0.9414, F1 score: 0.6329, HS: 0.4919
Valid Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 25.5557, Accuracy: 0.9190, F1 score: 0.4917, HS: 0.3477

Train Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2445, Accuracy: 0.9412, F1 score: 0.6318, HS: 0.4828
Valid Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 26.3908, Accuracy: 0.9231, F1 score: 0.5054, HS: 0.3570

Train Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2441, Accuracy: 0.9418, F1 score: 0.6344, HS: 0.4932
Valid Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 25.5864, Accuracy: 0.9183, F1 score: 0.4931, HS: 0.3425

Train Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2401, Accuracy: 0.9438, F1 score: 0.6424, HS: 0.4970
Valid Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 26.7283, Accuracy: 0.9183, F1 score: 0.4878, HS: 0.3519

Train Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2444, Accuracy: 0.9437, F1 score: 0.6421, HS: 0.5005
Valid Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 24.4250, Accuracy: 0.9153, F1 score: 0.4899, HS: 0.3383

Train Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2441, Accuracy: 0.9409, F1 score: 0.6306, HS: 0.4871
Valid Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 26.8182, Accuracy: 0.9222, F1 score: 0.5053, HS: 0.3570

Train Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2490, Accuracy: 0.9436, F1 score: 0.6413, HS: 0.4953
Valid Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 26.2982, Accuracy: 0.9126, F1 score: 0.4753, HS: 0.3281

Train Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2512, Accuracy: 0.9406, F1 score: 0.6296, HS: 0.4856
Valid Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 25.1984, Accuracy: 0.9171, F1 score: 0.4840, HS: 0.3335

Train Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2688, Accuracy: 0.9388, F1 score: 0.6225, HS: 0.4746
Valid Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 22.4798, Accuracy: 0.9160, F1 score: 0.4885, HS: 0.3339

Train Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2701, Accuracy: 0.9334, F1 score: 0.6023, HS: 0.4548
Valid Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 24.9808, Accuracy: 0.9192, F1 score: 0.5026, HS: 0.3524

Train Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2595, Accuracy: 0.9394, F1 score: 0.6249, HS: 0.4829
Valid Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 23.9759, Accuracy: 0.9188, F1 score: 0.4978, HS: 0.3425

Train Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2518, Accuracy: 0.9405, F1 score: 0.6289, HS: 0.4833
Valid Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 24.9386, Accuracy: 0.9199, F1 score: 0.4961, HS: 0.3513

Train Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2448, Accuracy: 0.9420, F1 score: 0.6346, HS: 0.4941
Valid Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 26.9979, Accuracy: 0.9232, F1 score: 0.5076, HS: 0.3593

Train Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2409, Accuracy: 0.9429, F1 score: 0.6390, HS: 0.5007
Valid Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 27.0703, Accuracy: 0.9232, F1 score: 0.5085, HS: 0.3604

Train Trial [72/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2393, Accuracy: 0.9450, F1 score: 0.6474, HS: 0.5046
Valid Trial [72/200], LR: 0.0001, W: 0.01, Avg Loss: 24.5908, Accuracy: 0.9171, F1 score: 0.4910, HS: 0.3486

Train Trial [73/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2290, Accuracy: 0.9453, F1 score: 0.6485, HS: 0.5051
Valid Trial [73/200], LR: 0.0001, W: 0.01, Avg Loss: 24.5403, Accuracy: 0.9176, F1 score: 0.4910, HS: 0.3439

Train Trial [74/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2213, Accuracy: 0.9479, F1 score: 0.6596, HS: 0.5173
Valid Trial [74/200], LR: 0.0001, W: 0.01, Avg Loss: 28.7019, Accuracy: 0.9263, F1 score: 0.5151, HS: 0.3638

Train Trial [75/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2144, Accuracy: 0.9495, F1 score: 0.6665, HS: 0.5250
Valid Trial [75/200], LR: 0.0001, W: 0.01, Avg Loss: 27.3753, Accuracy: 0.9261, F1 score: 0.5138, HS: 0.3651

Train Trial [76/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2173, Accuracy: 0.9492, F1 score: 0.6652, HS: 0.5278
Valid Trial [76/200], LR: 0.0001, W: 0.01, Avg Loss: 26.1004, Accuracy: 0.9229, F1 score: 0.5111, HS: 0.3667

Train Trial [77/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2160, Accuracy: 0.9491, F1 score: 0.6645, HS: 0.5265
Valid Trial [77/200], LR: 0.0001, W: 0.01, Avg Loss: 27.3220, Accuracy: 0.9222, F1 score: 0.5044, HS: 0.3596

Train Trial [78/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2135, Accuracy: 0.9495, F1 score: 0.6667, HS: 0.5243
Valid Trial [78/200], LR: 0.0001, W: 0.01, Avg Loss: 25.6358, Accuracy: 0.9252, F1 score: 0.5140, HS: 0.3715

Train Trial [79/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2196, Accuracy: 0.9500, F1 score: 0.6686, HS: 0.5306
Valid Trial [79/200], LR: 0.0001, W: 0.01, Avg Loss: 25.4280, Accuracy: 0.9215, F1 score: 0.5048, HS: 0.3565

Train Trial [80/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2073, Accuracy: 0.9494, F1 score: 0.6660, HS: 0.5292
Valid Trial [80/200], LR: 0.0001, W: 0.01, Avg Loss: 27.3851, Accuracy: 0.9259, F1 score: 0.5137, HS: 0.3746

Train Trial [81/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2054, Accuracy: 0.9518, F1 score: 0.6771, HS: 0.5373
Valid Trial [81/200], LR: 0.0001, W: 0.01, Avg Loss: 28.3873, Accuracy: 0.9221, F1 score: 0.5022, HS: 0.3604

Train Trial [82/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2162, Accuracy: 0.9495, F1 score: 0.6664, HS: 0.5255
Valid Trial [82/200], LR: 0.0001, W: 0.01, Avg Loss: 26.2198, Accuracy: 0.9202, F1 score: 0.4969, HS: 0.3499

Train Trial [83/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2426, Accuracy: 0.9495, F1 score: 0.6664, HS: 0.5275
Valid Trial [83/200], LR: 0.0001, W: 0.01, Avg Loss: 22.8781, Accuracy: 0.9110, F1 score: 0.4784, HS: 0.3281

Train Trial [84/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2593, Accuracy: 0.9350, F1 score: 0.6082, HS: 0.4558
Valid Trial [84/200], LR: 0.0001, W: 0.01, Avg Loss: 21.8804, Accuracy: 0.9136, F1 score: 0.4876, HS: 0.3372

Train Trial [85/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2297, Accuracy: 0.9465, F1 score: 0.6532, HS: 0.5115
Valid Trial [85/200], LR: 0.0001, W: 0.01, Avg Loss: 25.1145, Accuracy: 0.9264, F1 score: 0.5182, HS: 0.3672

Train Trial [86/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2127, Accuracy: 0.9501, F1 score: 0.6691, HS: 0.5291
Valid Trial [86/200], LR: 0.0001, W: 0.01, Avg Loss: 24.9233, Accuracy: 0.9257, F1 score: 0.5132, HS: 0.3661

Train Trial [87/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1977, Accuracy: 0.9544, F1 score: 0.6886, HS: 0.5474
Valid Trial [87/200], LR: 0.0001, W: 0.01, Avg Loss: 26.3623, Accuracy: 0.9274, F1 score: 0.5198, HS: 0.3759

Train Trial [88/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1935, Accuracy: 0.9537, F1 score: 0.6856, HS: 0.5529
Valid Trial [88/200], LR: 0.0001, W: 0.01, Avg Loss: 28.2119, Accuracy: 0.9280, F1 score: 0.5127, HS: 0.3660

Train Trial [89/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1939, Accuracy: 0.9566, F1 score: 0.6995, HS: 0.5633
Valid Trial [89/200], LR: 0.0001, W: 0.01, Avg Loss: 29.3601, Accuracy: 0.9326, F1 score: 0.5328, HS: 0.3804

Train Trial [90/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1946, Accuracy: 0.9526, F1 score: 0.6806, HS: 0.5405
Valid Trial [90/200], LR: 0.0001, W: 0.01, Avg Loss: 27.5540, Accuracy: 0.9227, F1 score: 0.5022, HS: 0.3568

Train Trial [91/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1911, Accuracy: 0.9574, F1 score: 0.7033, HS: 0.5684
Valid Trial [91/200], LR: 0.0001, W: 0.01, Avg Loss: 26.8019, Accuracy: 0.9263, F1 score: 0.5133, HS: 0.3689

Train Trial [92/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1912, Accuracy: 0.9554, F1 score: 0.6936, HS: 0.5539
Valid Trial [92/200], LR: 0.0001, W: 0.01, Avg Loss: 27.3309, Accuracy: 0.9229, F1 score: 0.5023, HS: 0.3572

Train Trial [93/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2046, Accuracy: 0.9517, F1 score: 0.6764, HS: 0.5363
Valid Trial [93/200], LR: 0.0001, W: 0.01, Avg Loss: 25.4501, Accuracy: 0.9267, F1 score: 0.5139, HS: 0.3613

Train Trial [94/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2078, Accuracy: 0.9528, F1 score: 0.6814, HS: 0.5392
Valid Trial [94/200], LR: 0.0001, W: 0.01, Avg Loss: 22.8822, Accuracy: 0.9203, F1 score: 0.5009, HS: 0.3482

Train Trial [95/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2017, Accuracy: 0.9495, F1 score: 0.6666, HS: 0.5207
Valid Trial [95/200], LR: 0.0001, W: 0.01, Avg Loss: 26.1184, Accuracy: 0.9277, F1 score: 0.5118, HS: 0.3677

Train Trial [96/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2151, Accuracy: 0.9541, F1 score: 0.6875, HS: 0.5569
Valid Trial [96/200], LR: 0.0001, W: 0.01, Avg Loss: 22.6693, Accuracy: 0.9199, F1 score: 0.4996, HS: 0.3629

Train Trial [97/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2271, Accuracy: 0.9483, F1 score: 0.6615, HS: 0.5244
Valid Trial [97/200], LR: 0.0001, W: 0.01, Avg Loss: 23.7758, Accuracy: 0.9188, F1 score: 0.4961, HS: 0.3461

Train Trial [98/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2095, Accuracy: 0.9496, F1 score: 0.6671, HS: 0.5239
Valid Trial [98/200], LR: 0.0001, W: 0.01, Avg Loss: 24.3837, Accuracy: 0.9261, F1 score: 0.5155, HS: 0.3773

Train Trial [99/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1868, Accuracy: 0.9562, F1 score: 0.6977, HS: 0.5621
Valid Trial [99/200], LR: 0.0001, W: 0.01, Avg Loss: 25.6404, Accuracy: 0.9246, F1 score: 0.5139, HS: 0.3718

Out of patience!
Best epoch: 89
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 136.4446, Accuracy: 0.9195, F1 score: 0.4805, HS: 0.3422
Predicciones guardadas en ../outputs\alexnet\blur\evo\96L_testval_weighted_1\predictions.csv
(234, 92)
(234, 92)
HS final, NUM_LABELS: 0.34363897325217485, 92
{'BATCH_SIZE': 124, 'optimizer': 'Adam', 'scheduler': 'ReduceLROnPlateau', 'criterion': 'BCEWithLogitsLoss', 'epochs': 200, 'best_epoch': 89, 'data_flags': 'blur', 'use_pos_weights': True, 'pos_weights_factor': 1, 'NUM_LABELS': 92, 'use_testval': True, 'TH_TRAIN': 0.5, 'TH_VAL': 0.5, 'TH_TEST': 0.5, 'HS_FINAL': 0.34363897325217485, 'patience': 10}
========================================
========================================
========================================
========================================
Patterns set encontrado en ../patterns\blur
Labels set encontrado en ../labels\blur
Nombre del experimento: 106L_testval_weighted_1
Los resultados se guardar�n en: ../outputs\alexnet\blur\evo\106L_testval_weighted_1
Los resultados se guardar�n en: ../outputs\alexnet\blur\evo\106L_testval_weighted_1
Usando top_labels previamente generados para 106 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0011, W: 2.09096e-05, Avg Loss: 11.6163, Accuracy: 0.5032, F1 score: 0.1027, HS: 0.0537
Valid Trial [1/10], LR: 0.0031, W: 7.886e-06, Avg Loss: 11.1758, Accuracy: 0.4631, F1 score: 0.0962, HS: 0.0507
Valid Trial [2/10], LR: 0.0003, W: 1.86063e-05, Avg Loss: 12.4218, Accuracy: 0.4915, F1 score: 0.0893, HS: 0.0468
Valid Trial [3/10], LR: 0.0002, W: 1.3385e-06, Avg Loss: 11.2119, Accuracy: 0.4935, F1 score: 0.0987, HS: 0.0525
Valid Trial [4/10], LR: 0.0056, W: 5.3641e-06, Avg Loss: 11.1635, Accuracy: 0.4939, F1 score: 0.1032, HS: 0.0545
Valid Trial [5/10], LR: 0.0002, W: 2.38384e-05, Avg Loss: 11.4251, Accuracy: 0.5033, F1 score: 0.1063, HS: 0.0569
Valid Trial [6/10], LR: 0.0004, W: 1.3025e-06, Avg Loss: 11.3411, Accuracy: 0.4932, F1 score: 0.0959, HS: 0.0499
Valid Trial [7/10], LR: 0.0006, W: 9.3372e-06, Avg Loss: 11.7522, Accuracy: 0.4989, F1 score: 0.0924, HS: 0.0488
Valid Trial [8/10], LR: 0.0004, W: 7.315e-07, Avg Loss: 12.1645, Accuracy: 0.5137, F1 score: 0.1028, HS: 0.0546
Valid Trial [9/10], LR: 0.002, W: 7.7681e-06, Avg Loss: 12.5726, Accuracy: 0.5217, F1 score: 0.0911, HS: 0.0479
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 3.6143, Accuracy: 0.2803, F1 score: 0.1092, HS: 0.0578
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 4.8650, Accuracy: 0.1734, F1 score: 0.1109, HS: 0.0595

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 2.6082, Accuracy: 0.2471, F1 score: 0.1145, HS: 0.0613
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 3.8878, Accuracy: 0.3216, F1 score: 0.1310, HS: 0.0726

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 2.2014, Accuracy: 0.3654, F1 score: 0.1334, HS: 0.0742
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 4.0482, Accuracy: 0.4376, F1 score: 0.1503, HS: 0.0833

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 1.8790, Accuracy: 0.4796, F1 score: 0.1582, HS: 0.0893
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 4.1336, Accuracy: 0.5305, F1 score: 0.1765, HS: 0.1007

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 1.7266, Accuracy: 0.5312, F1 score: 0.1729, HS: 0.0982
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 4.5579, Accuracy: 0.5833, F1 score: 0.1901, HS: 0.1077

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 1.6051, Accuracy: 0.5732, F1 score: 0.1875, HS: 0.1067
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 4.3290, Accuracy: 0.5893, F1 score: 0.1933, HS: 0.1082

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 1.4216, Accuracy: 0.6341, F1 score: 0.2122, HS: 0.1235
Valid Trial [6/200], LR: 0.00075, W: 0.01, Avg Loss: 7.2980, Accuracy: 0.6636, F1 score: 0.2198, HS: 0.1275

Train Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 1.3064, Accuracy: 0.6657, F1 score: 0.2283, HS: 0.1338
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 6.7224, Accuracy: 0.7062, F1 score: 0.2417, HS: 0.1463

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 1.1590, Accuracy: 0.7041, F1 score: 0.2504, HS: 0.1492
