Patterns set encontrado en ../patterns\base
Labels set encontrado en ../labels\base
Nombre del experimento: 26L_testval
Los resultados se guardarán en: ../outputs\alexnet\base\26L_testval
Los resultados se guardarán en: ../outputs\alexnet\base\26L_testval
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0072, W: 3.452e-07, Avg Loss: 0.9571, Accuracy: 0.5419, F1 score: 0.2160, HS: 0.1223
Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 0.2877, Accuracy: 0.9062, F1 score: 0.4778, HS: 0.3344
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 0.3543, Accuracy: 0.9004, F1 score: 0.5450, HS: 0.3933

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 0.2668, Accuracy: 0.9109, F1 score: 0.5214, HS: 0.3619
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 0.3494, Accuracy: 0.9078, F1 score: 0.5579, HS: 0.4110

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 0.2629, Accuracy: 0.9146, F1 score: 0.5528, HS: 0.3907
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 0.3233, Accuracy: 0.9068, F1 score: 0.5333, HS: 0.3701

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 0.2580, Accuracy: 0.9146, F1 score: 0.5453, HS: 0.3894
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 0.3370, Accuracy: 0.9083, F1 score: 0.5903, HS: 0.4561

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 0.2628, Accuracy: 0.9137, F1 score: 0.5475, HS: 0.3857
Valid Trial [6/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3390, Accuracy: 0.9088, F1 score: 0.5432, HS: 0.3707

Train Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2555, Accuracy: 0.9144, F1 score: 0.5447, HS: 0.3811
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3538, Accuracy: 0.9034, F1 score: 0.5421, HS: 0.4068

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2539, Accuracy: 0.9159, F1 score: 0.5542, HS: 0.3932
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3252, Accuracy: 0.9147, F1 score: 0.6214, HS: 0.4652

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2540, Accuracy: 0.9158, F1 score: 0.5593, HS: 0.3916
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3613, Accuracy: 0.9009, F1 score: 0.5248, HS: 0.3492

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2541, Accuracy: 0.9154, F1 score: 0.5598, HS: 0.3919
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3133, Accuracy: 0.9177, F1 score: 0.6089, HS: 0.4498

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2494, Accuracy: 0.9171, F1 score: 0.5685, HS: 0.4086
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3190, Accuracy: 0.9127, F1 score: 0.5950, HS: 0.4545

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2534, Accuracy: 0.9161, F1 score: 0.5642, HS: 0.3983
Valid Trial [12/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3316, Accuracy: 0.9073, F1 score: 0.5566, HS: 0.3814

Train Trial [13/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2502, Accuracy: 0.9182, F1 score: 0.5691, HS: 0.4032
Valid Trial [13/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3196, Accuracy: 0.9122, F1 score: 0.6027, HS: 0.4395

Train Trial [14/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2503, Accuracy: 0.9153, F1 score: 0.5583, HS: 0.3955
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3198, Accuracy: 0.9162, F1 score: 0.6205, HS: 0.4728

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2431, Accuracy: 0.9178, F1 score: 0.5730, HS: 0.4048
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3289, Accuracy: 0.9152, F1 score: 0.5805, HS: 0.4260

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2501, Accuracy: 0.9174, F1 score: 0.5668, HS: 0.4023
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3278, Accuracy: 0.9211, F1 score: 0.6330, HS: 0.4772

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2412, Accuracy: 0.9187, F1 score: 0.5783, HS: 0.4149
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3213, Accuracy: 0.9157, F1 score: 0.5976, HS: 0.4523

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2512, Accuracy: 0.9154, F1 score: 0.5602, HS: 0.3963
Valid Trial [18/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3216, Accuracy: 0.9162, F1 score: 0.6171, HS: 0.4579

Train Trial [19/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2395, Accuracy: 0.9202, F1 score: 0.5887, HS: 0.4204
Valid Trial [19/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3162, Accuracy: 0.9152, F1 score: 0.5981, HS: 0.4547

Train Trial [20/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2432, Accuracy: 0.9201, F1 score: 0.5825, HS: 0.4165
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3177, Accuracy: 0.9181, F1 score: 0.6085, HS: 0.4537

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2421, Accuracy: 0.9195, F1 score: 0.5843, HS: 0.4157
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3113, Accuracy: 0.9132, F1 score: 0.5888, HS: 0.4407

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2379, Accuracy: 0.9200, F1 score: 0.5905, HS: 0.4216
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3407, Accuracy: 0.9048, F1 score: 0.5327, HS: 0.3616

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2392, Accuracy: 0.9193, F1 score: 0.5848, HS: 0.4193
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3189, Accuracy: 0.9107, F1 score: 0.5639, HS: 0.4050

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2360, Accuracy: 0.9203, F1 score: 0.5890, HS: 0.4203
Valid Trial [24/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 0.3216, Accuracy: 0.9127, F1 score: 0.5855, HS: 0.4262

Train Trial [25/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.2357, Accuracy: 0.9211, F1 score: 0.5970, HS: 0.4356
Valid Trial [25/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 0.3188, Accuracy: 0.9107, F1 score: 0.5820, HS: 0.4212

Train Trial [26/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.2325, Accuracy: 0.9228, F1 score: 0.6054, HS: 0.4323
Valid Trial [26/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 0.3115, Accuracy: 0.9186, F1 score: 0.6241, HS: 0.4564

Out of patience!
Best epoch: 16
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 3.2236, Accuracy: 0.9124, F1 score: 0.5705, HS: 0.4107
Predicciones guardadas en ../outputs\alexnet\rot\26L_testval\predictions.csv
(234, 26)
(234, 26)
HS final: 0.4092287342287342
{'BATCH_SIZE': 100, 'optimizer': 'Adam', 'scheduler': 'ReduceLROnPlateau', 'criterion': 'BCEWithLogitsLoss', 'epochs': 200, 'best_epoch': 16, 'data_flags': 'rot', 'use_pos_weights': False, 'pos_weights_factor': 1, 'NUM_LABELS': 26, 'use_testval': True, 'TH_TRAIN': 0.5, 'TH_VAL': 0.5, 'TH_TEST': 0.5, 'HS_FINAL': 0.4092287342287342, 'patience': 10}
========= * 40
========= * 40
========= * 40
========= * 40
Patterns set encontrado en ../patterns\blur
Labels set encontrado en ../labels\blur
Nombre del experimento: 26L_testval
Los resultados se guardar�n en: ../outputs\alexnet\blur\26L_testval
Los resultados se guardar�n en: ../outputs\alexnet\blur\26L_testval
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0004, W: 2.9244e-06, Avg Loss: 0.9630, Accuracy: 0.5118, F1 score: 0.2168, HS: 0.1228
Valid Trial [1/10], LR: 0.0011, W: 2.38505e-05, Avg Loss: 0.9147, Accuracy: 0.5503, F1 score: 0.2151, HS: 0.1261
Valid Trial [2/10], LR: 0.0025, W: 8.351e-07, Avg Loss: 0.9830, Accuracy: 0.4739, F1 score: 0.2172, HS: 0.1221
Valid Trial [3/10], LR: 0.0041, W: 2.54741e-05, Avg Loss: 0.9477, Accuracy: 0.5227, F1 score: 0.2484, HS: 0.1437
Valid Trial [4/10], LR: 0.0001, W: 1.14091e-05, Avg Loss: 0.9831, Accuracy: 0.4911, F1 score: 0.2205, HS: 0.1254
Valid Trial [5/10], LR: 0.0003, W: 1.68439e-05, Avg Loss: 0.9679, Accuracy: 0.5123, F1 score: 0.1696, HS: 0.0960
Valid Trial [6/10], LR: 0.0062, W: 1.2992e-06, Avg Loss: 1.0208, Accuracy: 0.4596, F1 score: 0.2035, HS: 0.1135
Valid Trial [7/10], LR: 0.008, W: 4.234e-07, Avg Loss: 0.9701, Accuracy: 0.4975, F1 score: 0.2143, HS: 0.1214
Valid Trial [8/10], LR: 0.0004, W: 1.35494e-05, Avg Loss: 1.0148, Accuracy: 0.4798, F1 score: 0.2271, HS: 0.1244
Valid Trial [9/10], LR: 0.0004, W: 6.931e-07, Avg Loss: 0.9196, Accuracy: 0.5454, F1 score: 0.2120, HS: 0.1208
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 0.5049, Accuracy: 0.8337, F1 score: 0.2210, HS: 0.1589
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 0.4955, Accuracy: 0.8585, F1 score: 0.3017, HS: 0.2277

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 0.3323, Accuracy: 0.8880, F1 score: 0.3696, HS: 0.2612
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 0.4406, Accuracy: 0.8826, F1 score: 0.3041, HS: 0.1909

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 0.3006, Accuracy: 0.9009, F1 score: 0.4477, HS: 0.3167
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 0.3802, Accuracy: 0.8989, F1 score: 0.5060, HS: 0.3468

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 0.2713, Accuracy: 0.9097, F1 score: 0.5140, HS: 0.3669
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 0.3535, Accuracy: 0.9068, F1 score: 0.5635, HS: 0.4023

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 0.2686, Accuracy: 0.9108, F1 score: 0.5309, HS: 0.3903
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 0.3700, Accuracy: 0.9068, F1 score: 0.5753, HS: 0.4063

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 0.2686, Accuracy: 0.9111, F1 score: 0.5418, HS: 0.3917
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 0.3365, Accuracy: 0.9103, F1 score: 0.5728, HS: 0.4131

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 0.2570, Accuracy: 0.9146, F1 score: 0.5658, HS: 0.4134
Valid Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 0.3429, Accuracy: 0.9088, F1 score: 0.5708, HS: 0.4009

Train Trial [7/200], LR: 0.001, W: 0.01, Avg Loss: 0.2534, Accuracy: 0.9159, F1 score: 0.5689, HS: 0.4149
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3248, Accuracy: 0.9137, F1 score: 0.5995, HS: 0.4349

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2469, Accuracy: 0.9184, F1 score: 0.5919, HS: 0.4359
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3282, Accuracy: 0.9122, F1 score: 0.6096, HS: 0.4692

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2515, Accuracy: 0.9157, F1 score: 0.5714, HS: 0.4210
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3503, Accuracy: 0.9152, F1 score: 0.6055, HS: 0.4435

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2434, Accuracy: 0.9188, F1 score: 0.5929, HS: 0.4336
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3309, Accuracy: 0.9103, F1 score: 0.5864, HS: 0.4118

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2481, Accuracy: 0.9161, F1 score: 0.5771, HS: 0.4245
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3307, Accuracy: 0.9107, F1 score: 0.5781, HS: 0.4178

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2443, Accuracy: 0.9170, F1 score: 0.5821, HS: 0.4351
Valid Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3259, Accuracy: 0.9137, F1 score: 0.6120, HS: 0.4583

Train Trial [13/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2470, Accuracy: 0.9163, F1 score: 0.5849, HS: 0.4372
Valid Trial [13/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3234, Accuracy: 0.9137, F1 score: 0.6102, HS: 0.4591

Train Trial [14/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2382, Accuracy: 0.9201, F1 score: 0.6040, HS: 0.4489
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3147, Accuracy: 0.9191, F1 score: 0.6306, HS: 0.4872

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2359, Accuracy: 0.9205, F1 score: 0.6016, HS: 0.4516
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3303, Accuracy: 0.9132, F1 score: 0.5829, HS: 0.4244

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2367, Accuracy: 0.9208, F1 score: 0.6083, HS: 0.4545
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3247, Accuracy: 0.9172, F1 score: 0.6233, HS: 0.4773

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2375, Accuracy: 0.9196, F1 score: 0.6033, HS: 0.4509
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3311, Accuracy: 0.9122, F1 score: 0.6009, HS: 0.4435

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2358, Accuracy: 0.9207, F1 score: 0.6106, HS: 0.4545
Valid Trial [18/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3311, Accuracy: 0.9147, F1 score: 0.6041, HS: 0.4595

Train Trial [19/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2345, Accuracy: 0.9218, F1 score: 0.6124, HS: 0.4574
Valid Trial [19/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3213, Accuracy: 0.9167, F1 score: 0.6168, HS: 0.4487

Train Trial [20/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2303, Accuracy: 0.9217, F1 score: 0.6125, HS: 0.4548
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3180, Accuracy: 0.9167, F1 score: 0.6133, HS: 0.4529

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2412, Accuracy: 0.9196, F1 score: 0.6023, HS: 0.4471
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3263, Accuracy: 0.9142, F1 score: 0.6009, HS: 0.4534

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2295, Accuracy: 0.9216, F1 score: 0.6116, HS: 0.4535
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3226, Accuracy: 0.9177, F1 score: 0.6178, HS: 0.4783

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2246, Accuracy: 0.9246, F1 score: 0.6291, HS: 0.4749
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3131, Accuracy: 0.9157, F1 score: 0.6225, HS: 0.4678

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2285, Accuracy: 0.9213, F1 score: 0.6144, HS: 0.4606
Valid Trial [24/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3186, Accuracy: 0.9137, F1 score: 0.5977, HS: 0.4420

Out of patience!
Best epoch: 14
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 3.2046, Accuracy: 0.9114, F1 score: 0.5705, HS: 0.4080
Predicciones guardadas en ../outputs\alexnet\blur\26L_testval\predictions.csv
(234, 26)
(234, 26)
HS final: 0.40972730972730975
{'BATCH_SIZE': 100, 'optimizer': 'Adam', 'scheduler': 'ReduceLROnPlateau', 'criterion': 'BCEWithLogitsLoss', 'epochs': 200, 'best_epoch': 14, 'data_flags': 'blur', 'use_pos_weights': False, 'pos_weights_factor': 1, 'NUM_LABELS': 26, 'use_testval': True, 'TH_TRAIN': 0.5, 'TH_VAL': 0.5, 'TH_TEST': 0.5, 'HS_FINAL': 0.40972730972730975, 'patience': 10}
========= * 40
========= * 40
========= * 40
========= * 40
Patterns set encontrado en ../patterns\crop1
Labels set encontrado en ../labels\crop1
Nombre del experimento: 26L_testval
Los resultados se guardar�n en: ../outputs\alexnet\crop1\26L_testval
Los resultados se guardar�n en: ../outputs\alexnet\crop1\26L_testval
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0002, W: 1.4118e-06, Avg Loss: 1.0102, Accuracy: 0.4729, F1 score: 0.1871, HS: 0.0999
Valid Trial [1/10], LR: 0.0069, W: 1.38828e-05, Avg Loss: 0.9794, Accuracy: 0.4832, F1 score: 0.1975, HS: 0.1134
Valid Trial [2/10], LR: 0.0003, W: 1.9642e-06, Avg Loss: 0.9510, Accuracy: 0.5192, F1 score: 0.2412, HS: 0.1360
Valid Trial [3/10], LR: 0.0041, W: 9.491e-06, Avg Loss: 0.9472, Accuracy: 0.5242, F1 score: 0.2045, HS: 0.1120
Valid Trial [4/10], LR: 0.0024, W: 1.237e-06, Avg Loss: 0.9221, Accuracy: 0.5340, F1 score: 0.2657, HS: 0.1506
Valid Trial [5/10], LR: 0.0018, W: 1.29628e-05, Avg Loss: 0.9537, Accuracy: 0.5148, F1 score: 0.2534, HS: 0.1449
Valid Trial [6/10], LR: 0.0064, W: 1.2438e-06, Avg Loss: 0.9976, Accuracy: 0.4635, F1 score: 0.2070, HS: 0.1158
Valid Trial [7/10], LR: 0.0007, W: 2.29717e-05, Avg Loss: 0.9755, Accuracy: 0.5074, F1 score: 0.2177, HS: 0.1235
Valid Trial [8/10], LR: 0.0007, W: 1.2919e-06, Avg Loss: 1.0540, Accuracy: 0.4783, F1 score: 0.1669, HS: 0.0917
Valid Trial [9/10], LR: 0.0057, W: 1.33518e-05, Avg Loss: 0.9445, Accuracy: 0.5202, F1 score: 0.1844, HS: 0.1061
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 0.5164, Accuracy: 0.8394, F1 score: 0.2292, HS: 0.1609
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 0.4676, Accuracy: 0.8738, F1 score: 0.3298, HS: 0.2333

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 0.3305, Accuracy: 0.8925, F1 score: 0.3478, HS: 0.2376
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 0.4341, Accuracy: 0.8836, F1 score: 0.3723, HS: 0.2486

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 0.3208, Accuracy: 0.8955, F1 score: 0.3874, HS: 0.2621
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 0.4390, Accuracy: 0.8861, F1 score: 0.3226, HS: 0.1996

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 0.3104, Accuracy: 0.8976, F1 score: 0.3845, HS: 0.2680
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 0.4070, Accuracy: 0.8886, F1 score: 0.3859, HS: 0.2586

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 0.3291, Accuracy: 0.8902, F1 score: 0.3691, HS: 0.2566
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 0.4272, Accuracy: 0.8881, F1 score: 0.3343, HS: 0.2017

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 0.3109, Accuracy: 0.8965, F1 score: 0.3771, HS: 0.2564
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 0.4050, Accuracy: 0.8905, F1 score: 0.3729, HS: 0.2416

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 0.3053, Accuracy: 0.8986, F1 score: 0.4131, HS: 0.2846
Valid Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 0.4137, Accuracy: 0.8895, F1 score: 0.3846, HS: 0.2564

Train Trial [7/200], LR: 0.001, W: 0.01, Avg Loss: 0.3048, Accuracy: 0.9002, F1 score: 0.4305, HS: 0.3027
Valid Trial [7/200], LR: 0.001, W: 0.01, Avg Loss: 0.4085, Accuracy: 0.8871, F1 score: 0.3324, HS: 0.2108

Train Trial [8/200], LR: 0.001, W: 0.01, Avg Loss: 0.2997, Accuracy: 0.9018, F1 score: 0.4312, HS: 0.3028
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3865, Accuracy: 0.8935, F1 score: 0.4098, HS: 0.2738

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2938, Accuracy: 0.9030, F1 score: 0.4533, HS: 0.3186
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3915, Accuracy: 0.8900, F1 score: 0.3573, HS: 0.2236

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2958, Accuracy: 0.9026, F1 score: 0.4423, HS: 0.3097
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3986, Accuracy: 0.8930, F1 score: 0.3853, HS: 0.2511

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2946, Accuracy: 0.9037, F1 score: 0.4505, HS: 0.3174
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3789, Accuracy: 0.8984, F1 score: 0.4432, HS: 0.3132

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2877, Accuracy: 0.9055, F1 score: 0.4653, HS: 0.3328
Valid Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3889, Accuracy: 0.8964, F1 score: 0.4167, HS: 0.2831

Train Trial [13/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2907, Accuracy: 0.9044, F1 score: 0.4602, HS: 0.3293
Valid Trial [13/200], LR: 0.00075, W: 0.01, Avg Loss: 0.3970, Accuracy: 0.8915, F1 score: 0.3642, HS: 0.2284

Train Trial [14/200], LR: 0.00075, W: 0.01, Avg Loss: 0.2899, Accuracy: 0.9032, F1 score: 0.4519, HS: 0.3189
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3947, Accuracy: 0.8969, F1 score: 0.4211, HS: 0.2873

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2882, Accuracy: 0.9036, F1 score: 0.4502, HS: 0.3179
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3807, Accuracy: 0.8964, F1 score: 0.4355, HS: 0.3093

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2832, Accuracy: 0.9059, F1 score: 0.4682, HS: 0.3330
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3933, Accuracy: 0.8881, F1 score: 0.4165, HS: 0.2839

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2991, Accuracy: 0.9009, F1 score: 0.4412, HS: 0.3084
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3842, Accuracy: 0.8945, F1 score: 0.4022, HS: 0.2758

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2927, Accuracy: 0.9030, F1 score: 0.4490, HS: 0.3145
Valid Trial [18/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3813, Accuracy: 0.8964, F1 score: 0.4231, HS: 0.2947

Train Trial [19/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2891, Accuracy: 0.9029, F1 score: 0.4434, HS: 0.3115
Valid Trial [19/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 0.3886, Accuracy: 0.8999, F1 score: 0.4499, HS: 0.3194

Train Trial [20/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.2896, Accuracy: 0.9031, F1 score: 0.4487, HS: 0.3176
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3737, Accuracy: 0.8994, F1 score: 0.4516, HS: 0.3169

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2802, Accuracy: 0.9062, F1 score: 0.4719, HS: 0.3337
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3718, Accuracy: 0.8960, F1 score: 0.4313, HS: 0.3002

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2805, Accuracy: 0.9050, F1 score: 0.4662, HS: 0.3277
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3828, Accuracy: 0.8994, F1 score: 0.4486, HS: 0.3151

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2835, Accuracy: 0.9051, F1 score: 0.4664, HS: 0.3298
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3759, Accuracy: 0.8974, F1 score: 0.4317, HS: 0.2951

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2806, Accuracy: 0.9060, F1 score: 0.4699, HS: 0.3304
Valid Trial [24/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3752, Accuracy: 0.8994, F1 score: 0.4545, HS: 0.3188

Train Trial [25/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.2808, Accuracy: 0.9060, F1 score: 0.4820, HS: 0.3401
Valid Trial [25/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 0.3742, Accuracy: 0.8945, F1 score: 0.4185, HS: 0.2818

